target_intended_observed,model_intended_observed,model,bootstrap,subset,f1_score,f1_score_anger,f1_score_disgust,f1_score_fear,f1_score_happy,f1_score_neutral,f1_score_sad,recall,recall_anger,recall_disgust,recall_fear,recall_happy,recall_neutral,recall_sad
observed,observed,svm,20,male,0.36218,0.61935,0.16484,0.25000,0.24658,0.81009,0.08219,0.30888,0.53039,0.11111,0.19048,0.15000,0.81576,0.05556
observed,observed,svm,20,female,0.38751,0.64727,0.17021,0.26590,0.33333,0.73783,0.17054,0.33524,0.57419,0.11429,0.19167,0.24286,0.77143,0.11702
observed,observed,svm,20,cauc,0.37836,0.63743,0.16000,0.21705,0.33058,0.77440,0.15068,0.32449,0.55051,0.10596,0.16092,0.22727,0.80045,0.10185
observed,observed,svm,20,non-cauc,0.37973,0.62551,0.17886,0.35514,0.22222,0.78947,0.10714,0.32455,0.55072,0.12360,0.26389,0.14286,0.79121,0.07500
intended,observed,svm,20,male,0.22508,0.51988,0.16406,0.17794,0.07656,0.31720,0.09483,0.27145,0.42929,0.10048,0.11628,0.04082,0.89017,0.05164
intended,observed,svm,20,female,0.28265,0.61702,0.13453,0.20628,0.21782,0.34204,0.17822,0.30582,0.53704,0.08021,0.13529,0.12941,0.84516,0.10778
intended,observed,svm,20,cauc,0.25362,0.55096,0.13333,0.18857,0.16788,0.32821,0.15278,0.28730,0.45662,0.07895,0.12406,0.09544,0.88073,0.08800
intended,observed,svm,20,non-cauc,0.24820,0.58537,0.18293,0.19481,0.10219,0.32804,0.09589,0.28456,0.51064,0.11538,0.12605,0.05600,0.84545,0.05385
observed,observed,svm,21,male,0.34216,0.59819,0.26596,0.29508,0.05479,0.81156,0.02740,0.31286,0.55932,0.20492,0.23077,0.03175,0.83288,0.01754
observed,observed,svm,21,female,0.35573,0.55290,0.16058,0.28108,0.25641,0.74155,0.14184,0.31937,0.56250,0.12644,0.20312,0.17241,0.76083,0.09091
observed,observed,svm,21,cauc,0.36999,0.59694,0.22564,0.29434,0.20312,0.77087,0.12903,0.32889,0.58209,0.16667,0.22159,0.13265,0.78629,0.08403
observed,observed,svm,21,non-cauc,0.33228,0.54310,0.21538,0.27184,0.12903,0.80043,0.03390,0.30643,0.52500,0.18182,0.20290,0.07692,0.83108,0.02083
intended,observed,svm,21,male,0.24745,0.61143,0.22305,0.20161,0.06957,0.32218,0.05687,0.29637,0.54592,0.14778,0.13736,0.03636,0.88000,0.03077
intended,observed,svm,21,female,0.27551,0.57235,0.14286,0.24370,0.18009,0.35325,0.16080,0.30577,0.54938,0.09043,0.16022,0.10497,0.83436,0.09524
intended,observed,svm,21,cauc,0.26993,0.60000,0.18293,0.22981,0.14189,0.33684,0.12811,0.30157,0.55022,0.11321,0.15880,0.07895,0.83478,0.07347
intended,observed,svm,21,non-cauc,0.24290,0.58091,0.18994,0.20732,0.08276,0.33447,0.06202,0.29901,0.54264,0.13492,0.13077,0.04444,0.90741,0.03390
observed,observed,svm,22,male,0.38172,0.65306,0.21469,0.36145,0.08955,0.81365,0.15789,0.33980,0.60541,0.15966,0.29412,0.05455,0.81981,0.10526
observed,observed,svm,22,female,0.33574,0.61290,0.09459,0.26601,0.18182,0.73322,0.12587,0.29710,0.54286,0.06731,0.20000,0.14474,0.74737,0.08036
observed,observed,svm,22,cauc,0.35703,0.63438,0.14019,0.29482,0.15748,0.77330,0.14201,0.31585,0.56466,0.09868,0.23567,0.11364,0.79152,0.09091
observed,observed,svm,22,non-cauc,0.36818,0.63333,0.19820,0.33898,0.13115,0.78740,0.12000,0.32567,0.59375,0.15493,0.25000,0.09302,0.78125,0.08108
intended,observed,svm,22,male,0.27473,0.62983,0.27500,0.25287,0.04651,0.35371,0.09045,0.31540,0.55882,0.18132,0.16751,0.02463,0.91011,0.05000
intended,observed,svm,22,female,0.25947,0.60843,0.11111,0.23016,0.18357,0.31737,0.10619,0.29201,0.51269,0.06842,0.15761,0.11728,0.83453,0.06154
intended,observed,svm,22,cauc,0.26544,0.61224,0.15385,0.24633,0.12950,0.33698,0.11371,0.30177,0.51923,0.09600,0.17004,0.07531,0.88517,0.06489
intended,observed,svm,22,non-cauc,0.27037,0.63241,0.27160,0.23256,0.08333,0.33880,0.06349,0.30685,0.56738,0.18033,0.14925,0.04762,0.86111,0.03540
observed,observed,svm,23,male,0.35977,0.63804,0.20765,0.29487,0.12308,0.82267,0.07229,0.32782,0.62651,0.15323,0.22330,0.07143,0.84405,0.04839
observed,observed,svm,23,female,0.33353,0.58555,0.05755,0.27273,0.23077,0.72318,0.13139,0.29172,0.54225,0.03738,0.19149,0.15789,0.73721,0.08411
observed,observed,svm,23,cauc,0.35236,0.61741,0.10101,0.26891,0.24561,0.77797,0.10323,0.31314,0.58794,0.06944,0.18935,0.16471,0.80185,0.06557
observed,observed,svm,23,non-cauc,0.35126,0.60952,0.20968,0.31034,0.07273,0.78221,0.12308,0.31546,0.58716,0.14943,0.24000,0.04255,0.78851,0.08511
intended,observed,svm,23,male,0.23621,0.61064,0.15884,0.20168,0.05687,0.30185,0.08738,0.29613,0.55330,0.10092,0.12973,0.02970,0.91447,0.04865
intended,observed,svm,23,female,0.25701,0.57143,0.10138,0.25833,0.18182,0.33693,0.09217,0.28337,0.49398,0.05946,0.16940,0.10692,0.81699,0.05348
intended,observed,svm,23,cauc,0.24843,0.58654,0.11285,0.22727,0.15909,0.32000,0.08481,0.28832,0.51695,0.06792,0.14644,0.08936,0.86124,0.04800
intended,observed,svm,23,non-cauc,0.24235,0.60526,0.17143,0.23529,0.02985,0.31227,0.10000,0.29255,0.54331,0.10870,0.15504,0.01587,0.87500,0.05738
observed,observed,svm,24,male,0.35555,0.61774,0.20339,0.29897,0.05333,0.82290,0.13699,0.32672,0.57714,0.15254,0.26126,0.03125,0.85335,0.08475
observed,observed,svm,24,female,0.36201,0.62500,0.11111,0.26923,0.19820,0.74483,0.22368,0.31552,0.54217,0.08046,0.19444,0.14865,0.77698,0.15044
observed,observed,svm,24,cauc,0.38307,0.62843,0.16915,0.29474,0.18033,0.79405,0.23171,0.33918,0.57014,0.12782,0.23333,0.12088,0.82718,0.15574
observed,observed,svm,24,non-cauc,0.32663,0.60748,0.15686,0.25641,0.06250,0.77815,0.09836,0.29356,0.54167,0.11111,0.20000,0.04255,0.80600,0.06000
intended,observed,svm,24,male,0.24997,0.59091,0.21790,0.25483,0.03738,0.33755,0.06122,0.29924,0.52000,0.14141,0.18750,0.01970,0.89385,0.03297
intended,observed,svm,24,female,0.28110,0.59259,0.13100,0.26562,0.19608,0.35106,0.15023,0.31042,0.50286,0.07895,0.17708,0.11976,0.89189,0.09195
intended,observed,svm,24,cauc,0.27586,0.58548,0.17791,0.27326,0.13869,0.35305,0.12676,0.31009,0.50607,0.11240,0.19665,0.07819,0.89286,0.07438
intended,observed,svm,24,non-cauc,0.24508,0.60360,0.17500,0.23392,0.06944,0.32451,0.06400,0.29231,0.52344,0.10769,0.15504,0.03937,0.89320,0.03509
observed,observed,svm,25,male,0.34430,0.59048,0.18750,0.22460,0.18667,0.80428,0.07229,0.30687,0.54070,0.15126,0.17949,0.11667,0.80697,0.04615
observed,observed,svm,25,female,0.35889,0.64309,0.10526,0.27083,0.23423,0.72968,0.17021,0.32714,0.65359,0.07143,0.20155,0.17105,0.75091,0.11429
observed,observed,svm,25,cauc,0.36604,0.60957,0.16216,0.25758,0.24561,0.77132,0.15000,0.32457,0.57346,0.11719,0.20118,0.17500,0.78057,0.10000
observed,observed,svm,25,non-cauc,0.33966,0.62882,0.14876,0.22609,0.16667,0.77389,0.09375,0.31269,0.63158,0.12000,0.16883,0.10714,0.78860,0.06000
intended,observed,svm,25,male,0.23941,0.55233,0.20312,0.18638,0.08182,0.33839,0.07442,0.28932,0.47264,0.14208,0.12440,0.04390,0.91228,0.04061
intended,observed,svm,25,female,0.27910,0.62275,0.10945,0.22128,0.25592,0.32692,0.13825,0.30962,0.59091,0.06433,0.15116,0.15341,0.81507,0.08287
intended,observed,svm,25,cauc,0.26283,0.58957,0.13014,0.20896,0.19495,0.35911,0.09428,0.29736,0.50980,0.08085,0.14583,0.11111,0.88210,0.05447
intended,observed,svm,25,non-cauc,0.25312,0.58228,0.21818,0.18994,0.11688,0.27810,0.13333,0.30109,0.56557,0.15126,0.12057,0.06522,0.82955,0.07438
observed,observed,svm,26,male,0.35320,0.68553,0.21384,0.23602,0.09524,0.81354,0.07500,0.31855,0.64881,0.14286,0.18447,0.05882,0.83288,0.04348
observed,observed,svm,26,female,0.34471,0.59184,0.18705,0.23784,0.14894,0.72939,0.17323,0.30050,0.54375,0.12150,0.17188,0.10769,0.73599,0.12222
observed,observed,svm,26,cauc,0.34785,0.64615,0.17617,0.23077,0.08602,0.78132,0.16667,0.30915,0.60000,0.11258,0.17647,0.05556,0.79490,0.11538
observed,observed,svm,26,non-cauc,0.35829,0.63063,0.24762,0.25000,0.18750,0.77047,0.06349,0.31713,0.59322,0.17333,0.17949,0.13636,0.78404,0.03636
intended,observed,svm,26,male,0.22421,0.61721,0.16170,0.15447,0.03941,0.32700,0.04545,0.27920,0.55615,0.09744,0.10106,0.02094,0.87571,0.02392
intended,observed,svm,26,female,0.28818,0.58599,0.10909,0.27027,0.20112,0.36262,0.20000,0.30705,0.51111,0.06383,0.18182,0.12000,0.84416,0.12139
intended,observed,svm,26,cauc,0.25566,0.61244,0.11333,0.21695,0.09917,0.34464,0.14744,0.29039,0.53782,0.06589,0.14953,0.05430,0.85022,0.08456
intended,observed,svm,26,non-cauc,0.24870,0.58369,0.18065,0.19653,0.14286,0.33761,0.05085,0.29278,0.52713,0.11200,0.12230,0.08333,0.88462,0.02727
observed,observed,svm,27,male,0.34490,0.61006,0.21390,0.30000,0.11268,0.80897,0.02381,0.30626,0.53297,0.14815,0.22881,0.07018,0.84021,0.01724
observed,observed,svm,27,female,0.33301,0.61255,0.11465,0.23864,0.20561,0.73286,0.09375,0.29442,0.57639,0.07500,0.17073,0.13253,0.75000,0.06186
observed,observed,svm,27,cauc,0.33951,0.59432,0.15962,0.26667,0.16260,0.77333,0.08054,0.29974,0.55288,0.10429,0.19632,0.10000,0.79091,0.05405
observed,observed,svm,27,non-cauc,0.35003,0.64356,0.18321,0.27586,0.18182,0.78396,0.03175,0.30975,0.55085,0.13043,0.20513,0.12500,0.82436,0.02273
intended,observed,svm,27,male,0.22858,0.60060,0.14493,0.20939,0.05660,0.31320,0.04673,0.28323,0.50761,0.08929,0.13488,0.03030,0.91071,0.02660
intended,observed,svm,27,female,0.25436,0.58278,0.13146,0.20276,0.14851,0.34795,0.11268,0.28748,0.50286,0.07955,0.13415,0.08427,0.85811,0.06593
intended,observed,svm,27,cauc,0.24209,0.59207,0.12658,0.21384,0.10072,0.34296,0.07639,0.28368,0.50800,0.07519,0.14108,0.05490,0.87892,0.04400
intended,observed,svm,27,non-cauc,0.23907,0.59223,0.16185,0.19318,0.10294,0.29787,0.08633,0.28979,0.50000,0.10448,0.12319,0.05785,0.90323,0.05000
observed,observed,svm,28,male,0.38424,0.63333,0.22222,0.37989,0.14493,0.82632,0.09877,0.33784,0.58163,0.15447,0.28099,0.09259,0.85175,0.06557
observed,observed,svm,28,female,0.35831,0.55970,0.22222,0.27317,0.23140,0.72805,0.13534,0.31470,0.50000,0.16071,0.22400,0.16867,0.74912,0.08571
observed,observed,svm,28,cauc,0.37521,0.58098,0.21495,0.30888,0.22222,0.77518,0.14907,0.32979,0.52074,0.15132,0.24845,0.15730,0.80496,0.09600
observed,observed,svm,28,non-cauc,0.36917,0.63598,0.23529,0.35200,0.15625,0.79775,0.03774,0.32564,0.58915,0.16867,0.25882,0.10417,0.80866,0.02439
intended,observed,svm,28,male,0.25907,0.60477,0.22594,0.25000,0.06796,0.32609,0.07965,0.30837,0.53521,0.14136,0.16162,0.03665,0.93168,0.04369
intended,observed,svm,28,female,0.25759,0.55363,0.13655,0.24903,0.20000,0.30376,0.10256,0.28604,0.46784,0.08543,0.18079,0.12088,0.80142,0.05988
intended,observed,svm,28,cauc,0.25590,0.57683,0.15434,0.24859,0.15603,0.30839,0.09123,0.29333,0.48606,0.09639,0.17188,0.08980,0.86364,0.05221
intended,observed,svm,28,non-cauc,0.26452,0.59259,0.22599,0.25157,0.09722,0.33153,0.08824,0.30649,0.54135,0.14184,0.16807,0.05469,0.88462,0.04839
observed,observed,svm,29,male,0.36814,0.61830,0.23596,0.25698,0.19355,0.81316,0.09091,0.32123,0.53846,0.18103,0.20000,0.12500,0.82731,0.05556
observed,observed,svm,29,female,0.38270,0.63860,0.24060,0.30208,0.21849,0.74829,0.14815,0.33526,0.58333,0.16842,0.22656,0.16250,0.77072,0.10000
observed,observed,svm,29,cauc,0.37590,0.62562,0.22772,0.27715,0.20968,0.78190,0.13333,0.32910,0.55947,0.15862,0.22156,0.15116,0.79755,0.08621
observed,observed,svm,29,non-cauc,0.38296,0.63265,0.25688,0.28846,0.21053,0.79157,0.11765,0.33405,0.55856,0.21212,0.19737,0.14286,0.81446,0.07895
intended,observed,svm,29,male,0.24688,0.56364,0.20532,0.20301,0.08451,0.36062,0.06417,0.28845,0.47692,0.13433,0.13366,0.04523,0.90625,0.03429
intended,observed,svm,29,female,0.28426,0.59425,0.14493,0.24590,0.22115,0.35649,0.14286,0.30370,0.50543,0.08876,0.16667,0.13609,0.83951,0.08571
intended,observed,svm,29,cauc,0.26915,0.58314,0.16993,0.22778,0.14634,0.37300,0.11470,0.29801,0.49231,0.10442,0.15769,0.08434,0.88400,0.06531
intended,observed,svm,29,non-cauc,0.25897,0.56863,0.19512,0.21333,0.16418,0.32781,0.08475,0.29110,0.48739,0.13223,0.13115,0.09244,0.85577,0.04762
observed,observed,svm,3,male,0.36232,0.63063,0.22340,0.25843,0.11765,0.81226,0.13158,0.31798,0.52764,0.19811,0.17692,0.07273,0.84913,0.08333
observed,observed,svm,3,female,0.38229,0.56506,0.22378,0.33175,0.23529,0.74805,0.18978,0.33350,0.48718,0.16162,0.28689,0.15385,0.78403,0.12745
observed,observed,svm,3,cauc,0.38046,0.61140,0.17352,0.31973,0.19672,0.78270,0.19868,0.32839,0.50862,0.13287,0.25405,0.12371,0.81716,0.13393
observed,observed,svm,3,non-cauc,0.36794,0.58333,0.32143,0.23158,0.18462,0.78990,0.09677,0.33001,0.51220,0.29032,0.16418,0.12245,0.83092,0.06000
intended,observed,svm,3,male,0.23565,0.58357,0.22383,0.16667,0.05742,0.32049,0.06195,0.28872,0.47032,0.15897,0.10417,0.03061,0.93491,0.03333
intended,observed,svm,3,female,0.27362,0.54417,0.12150,0.29572,0.18750,0.35125,0.14159,0.29865,0.45294,0.07647,0.22619,0.10976,0.84277,0.08377
intended,observed,svm,3,cauc,0.26050,0.56448,0.16770,0.25071,0.13187,0.33502,0.11321,0.29474,0.45136,0.10976,0.18182,0.07258,0.88839,0.06452
intended,observed,svm,3,non-cauc,0.24363,0.56889,0.20118,0.19178,0.09375,0.33155,0.07463,0.28919,0.48485,0.14286,0.11864,0.05357,0.89423,0.04098
observed,observed,svm,30,male,0.31497,0.56657,0.21649,0.22826,0.02740,0.80109,0.05000,0.28788,0.52910,0.15441,0.16279,0.01515,0.83357,0.03226
observed,observed,svm,30,female,0.38224,0.64605,0.16296,0.31016,0.21849,0.73356,0.22222,0.33717,0.59873,0.10784,0.24576,0.15294,0.74126,0.17647
observed,observed,svm,30,cauc,0.36154,0.63962,0.14778,0.27509,0.17460,0.76862,0.16352,0.32229,0.59031,0.09615,0.21637,0.11111,0.79717,0.12264
observed,observed,svm,30,non-cauc,0.34476,0.53333,0.26984,0.25490,0.09091,0.77674,0.14286,0.30334,0.50420,0.20732,0.17105,0.05769,0.78220,0.09756
intended,observed,svm,30,male,0.22848,0.59838,0.23792,0.17255,0.01914,0.27364,0.06926,0.28837,0.53623,0.15166,0.11000,0.00990,0.88489,0.03756
intended,observed,svm,30,female,0.28878,0.62541,0.09302,0.21138,0.22115,0.35532,0.22642,0.31121,0.55491,0.05495,0.14689,0.13218,0.83019,0.14815
intended,observed,svm,30,cauc,0.26584,0.63492,0.13462,0.19429,0.15385,0.30907,0.16828,0.30247,0.56225,0.07925,0.13492,0.08537,0.85149,0.10156
intended,observed,svm,30,non-cauc,0.24232,0.56540,0.24419,0.18543,0.05556,0.31380,0.08955,0.28888,0.51145,0.16406,0.11200,0.03077,0.86458,0.05042
observed,observed,svm,31,male,0.34687,0.61981,0.24444,0.28090,0.06667,0.82124,0.04819,0.31656,0.59509,0.18333,0.21930,0.03846,0.83243,0.03077
observed,observed,svm,31,female,0.38099,0.62094,0.18571,0.31088,0.23529,0.74705,0.18605,0.33158,0.57333,0.13684,0.23256,0.15385,0.77043,0.12245
observed,observed,svm,31,cauc,0.38247,0.62162,0.19512,0.30350,0.21875,0.78475,0.17105,0.33611,0.58376,0.14184,0.23077,0.13592,0.80831,0.11607
observed,observed,svm,31,non-cauc,0.34450,0.61818,0.26087,0.28070,0.07843,0.79551,0.03333,0.31231,0.58621,0.20270,0.21622,0.05000,0.79910,0.01961
intended,observed,svm,31,male,0.24403,0.59366,0.19087,0.20974,0.04808,0.33405,0.08780,0.29196,0.52284,0.12707,0.13793,0.02500,0.89080,0.04813
intended,observed,svm,31,female,0.27256,0.59722,0.16216,0.25806,0.17937,0.30892,0.12963,0.30276,0.53416,0.10169,0.17391,0.10256,0.82857,0.07568
intended,observed,svm,31,cauc,0.26495,0.59799,0.16611,0.24779,0.12881,0.31972,0.12925,0.30204,0.52889,0.10549,0.16733,0.07037,0.86538,0.07480
intended,observed,svm,31,non-cauc,0.24552,0.59072,0.19753,0.20455,0.08824,0.32911,0.06299,0.28855,0.52632,0.13223,0.13235,0.04800,0.85849,0.03390
observed,observed,svm,32,male,0.35511,0.66485,0.20225,0.22667,0.06667,0.82565,0.14458,0.32029,0.64894,0.14876,0.17172,0.04255,0.81746,0.09231
observed,observed,svm,32,female,0.35794,0.57353,0.19697,0.30392,0.22609,0.73033,0.11679,0.31001,0.52000,0.13000,0.23134,0.15294,0.74414,0.08163
observed,observed,svm,32,cauc,0.38218,0.63158,0.23529,0.28458,0.21667,0.77304,0.15190,0.32889,0.57143,0.16216,0.21818,0.13684,0.78388,0.10084
observed,observed,svm,32,non-cauc,0.32158,0.61538,0.13208,0.23762,0.07273,0.80717,0.06452,0.29977,0.63551,0.09589,0.17647,0.05405,0.79121,0.04545
intended,observed,svm,32,male,0.25489,0.64948,0.21344,0.15574,0.06000,0.35358,0.09709,0.30415,0.60287,0.13776,0.09845,0.03209,0.90055,0.05319
intended,observed,svm,32,female,0.26680,0.56849,0.12371,0.22672,0.17476,0.34973,0.15741,0.28989,0.48824,0.07407,0.15819,0.10227,0.82051,0.09605
intended,observed,svm,32,cauc,0.26766,0.63087,0.16340,0.19814,0.12214,0.35009,0.14134,0.29355,0.54231,0.10000,0.13617,0.06751,0.83333,0.08197
intended,observed,svm,32,non-cauc,0.25471,0.58369,0.19858,0.17857,0.11111,0.35556,0.10072,0.31093,0.57143,0.12963,0.11111,0.06349,0.93204,0.05785
observed,observed,svm,33,male,0.35308,0.62353,0.20859,0.33514,0.03175,0.81077,0.10870,0.32708,0.58889,0.15315,0.29245,0.01724,0.83380,0.07692
observed,observed,svm,33,female,0.36381,0.63576,0.14103,0.27119,0.24138,0.73601,0.15748,0.32204,0.58537,0.10185,0.19512,0.17073,0.77390,0.10526
observed,observed,svm,33,cauc,0.38120,0.64234,0.20370,0.30328,0.20968,0.77338,0.15484,0.33771,0.58929,0.15714,0.24183,0.13402,0.80143,0.10256
observed,observed,svm,33,non-cauc,0.33032,0.60606,0.11650,0.30508,0.07273,0.78781,0.09375,0.30560,0.58333,0.07595,0.23684,0.04651,0.82118,0.06977
intended,observed,svm,33,male,0.24470,0.61453,0.12987,0.21429,0.02899,0.33439,0.14612,0.29249,0.55556,0.08380,0.14925,0.01485,0.86813,0.08333
intended,observed,svm,33,female,0.24766,0.58462,0.11712,0.18723,0.17172,0.33201,0.09326,0.28014,0.50802,0.07471,0.12155,0.10366,0.81699,0.05590
intended,observed,svm,33,cauc,0.25395,0.60455,0.14241,0.20930,0.12214,0.34683,0.09848,0.28810,0.52569,0.09312,0.14229,0.06809,0.84188,0.05752
intended,observed,svm,33,non-cauc,0.23013,0.59259,0.07692,0.18713,0.05594,0.30605,0.16216,0.28219,0.54545,0.04717,0.12403,0.03053,0.85149,0.09449
observed,observed,svm,34,male,0.34753,0.61318,0.21739,0.27723,0.15789,0.78869,0.03077,0.30746,0.55155,0.16000,0.20896,0.09677,0.80828,0.01923
observed,observed,svm,34,female,0.36920,0.62454,0.26207,0.24176,0.17544,0.75862,0.15278,0.32715,0.58741,0.19792,0.16541,0.12658,0.78995,0.09565
observed,observed,svm,34,cauc,0.36069,0.61499,0.24299,0.25000,0.16129,0.77405,0.12081,0.31725,0.56132,0.17105,0.17877,0.10870,0.81049,0.07317
observed,observed,svm,34,non-cauc,0.36516,0.62338,0.22609,0.28125,0.18182,0.77840,0.10000,0.32344,0.57600,0.18841,0.20455,0.12245,0.78104,0.06818
intended,observed,svm,34,male,0.23674,0.57988,0.21583,0.21831,0.05430,0.30238,0.04975,0.28668,0.53552,0.13699,0.14352,0.02899,0.84848,0.02660
intended,observed,svm,34,female,0.28269,0.63415,0.19512,0.19383,0.19091,0.34574,0.13636,0.31359,0.56522,0.12821,0.12360,0.11351,0.87248,0.07853
intended,observed,svm,34,cauc,0.24625,0.58209,0.15434,0.18462,0.15017,0.31411,0.09220,0.28579,0.51542,0.09639,0.12097,0.08429,0.84689,0.05078
intended,observed,svm,34,non-cauc,0.28354,0.64574,0.30233,0.24731,0.06757,0.33757,0.10072,0.32668,0.61538,0.20635,0.15753,0.03817,0.88571,0.05691
observed,observed,svm,35,male,0.36030,0.60465,0.17877,0.28235,0.11940,0.81226,0.16438,0.31651,0.53846,0.12500,0.19835,0.07273,0.85342,0.11111
observed,observed,svm,35,female,0.35727,0.60417,0.16993,0.25126,0.22222,0.72937,0.16667,0.31517,0.58389,0.11927,0.17986,0.15663,0.74457,0.10680
observed,observed,svm,35,cauc,0.37601,0.62992,0.18265,0.27376,0.20000,0.77619,0.19355,0.32986,0.58824,0.12658,0.20000,0.13265,0.80457,0.12712
observed,observed,svm,35,non-cauc,0.32827,0.55769,0.15929,0.24528,0.14815,0.77922,0.08000,0.29121,0.50877,0.11392,0.16250,0.10000,0.81081,0.05128
intended,observed,svm,35,male,0.23674,0.58006,0.18750,0.19130,0.05102,0.33978,0.07080,0.28664,0.48241,0.11707,0.12155,0.02717,0.93296,0.03865
intended,observed,svm,35,female,0.26669,0.58667,0.13100,0.19512,0.19178,0.32642,0.16915,0.29439,0.54658,0.08108,0.12903,0.11351,0.79730,0.09884
intended,observed,svm,35,cauc,0.26170,0.59024,0.15674,0.20000,0.14384,0.33846,0.14094,0.29470,0.51931,0.09690,0.13360,0.08077,0.85714,0.08046
intended,observed,svm,35,non-cauc,0.23081,0.57014,0.16867,0.17808,0.08130,0.32463,0.06202,0.28275,0.49606,0.10606,0.10833,0.04587,0.90625,0.03390
observed,observed,svm,36,male,0.34424,0.64671,0.18072,0.30851,0.02941,0.81902,0.08108,0.30885,0.58065,0.12295,0.22137,0.01754,0.85399,0.05660
observed,observed,svm,36,female,0.36954,0.60188,0.15603,0.33862,0.19417,0.74847,0.17808,0.33102,0.55172,0.10185,0.27826,0.13333,0.79221,0.12871
observed,observed,svm,36,cauc,0.37430,0.62557,0.18274,0.35206,0.16071,0.78369,0.14103,0.33387,0.57083,0.12245,0.27976,0.10843,0.81797,0.10377
observed,observed,svm,36,non-cauc,0.34099,0.62326,0.14545,0.25455,0.06780,0.79865,0.15625,0.30441,0.55833,0.09639,0.17949,0.04082,0.84726,0.10417
intended,observed,svm,36,male,0.21868,0.59195,0.14343,0.17054,0.03093,0.30412,0.07111,0.27878,0.51500,0.08696,0.10945,0.01639,0.90566,0.03922
intended,observed,svm,36,female,0.28333,0.60345,0.08738,0.27869,0.19388,0.35561,0.18095,0.31808,0.51724,0.05202,0.20000,0.11310,0.91096,0.11515
intended,observed,svm,36,cauc,0.26282,0.60088,0.11765,0.25369,0.12261,0.33686,0.14521,0.30482,0.53101,0.07031,0.17917,0.06897,0.89252,0.08696
intended,observed,svm,36,non-cauc,0.22429,0.59167,0.11921,0.15951,0.09302,0.30660,0.07576,0.28334,0.48966,0.07258,0.09924,0.05042,0.94505,0.04310
observed,observed,svm,37,male,0.34247,0.60870,0.22599,0.28125,0.12308,0.81579,0.00000,0.30275,0.50515,0.16393,0.22500,0.08000,0.84239,0.00000
observed,observed,svm,37,female,0.39504,0.63889,0.20408,0.28402,0.27692,0.74891,0.21739,0.34306,0.58974,0.14706,0.21053,0.18557,0.75880,0.16667
observed,observed,svm,37,cauc,0.38711,0.59606,0.21905,0.28926,0.26866,0.79072,0.15894,0.33366,0.51931,0.15333,0.22876,0.17647,0.80285,0.12121
observed,observed,svm,37,non-cauc,0.35988,0.67647,0.21053,0.26891,0.13115,0.77846,0.09375,0.31822,0.58974,0.16216,0.19753,0.08889,0.81330,0.05769
intended,observed,svm,37,male,0.24026,0.56024,0.23200,0.18375,0.08036,0.32666,0.05854,0.29034,0.45588,0.14872,0.12322,0.04306,0.93939,0.03175
